Link,ID,Version,Shipname,Launch,H.,P.,Type,B.M.,Disp.,Guns,Fate,S.B.,Note
ShowShip.php?id=2229,1620,0,Valorous,1851,W,P,2nd class frigate,1255,2300,16,1891,,
ShowShip.php?id=2230,1621,1,Vanguard,1835,W,W,3rd rate,2609,,78,1875,,1867 = Ajax
ShowShip.php?id=1029,1621,2,Ajax,1867,,,,,,,,,Vanguard 1835
ShowShip.php?id=2231,1622,0,Vanguard,1870,I,S,Central battery ironclad,3774,6010,14,1875,488,1875.09.01 sunk in collision with Iron Duke off Wicklow Ireland
ShowShip.php?id=2232,1623,1,Variable,1827,W,W,Brig-sloop,231,,10,1847,,1829 = Pigeon
ShowShip.php?id=1882,1623,2,Pigeon,1829,,,,,,,,,Variable 1827
ShowShip.php?id=2233,1624,0,Vengeance,1824,W,W,2nd rate,2284,,84,1897,,1861 r.s.
ShowShip.php?id=2521,1625,0,Vengeur,1810,W,W,3rd rate,1765,,74,1843,,1824.02 r.s.
ShowShip.php?id=2234,1626,0,Venus,1820,W,W,5th rate,1069,,46,1864,,1848-62 lent as t.s.
ShowShip.php?id=2235,1627,1,Vernon,1832,W,W,4th rate,1832,2388,50,1923,,1876 torpedo school. 1886 = Actaeon
ShowShip.php?id=2239,1631,0,Vestal,1833,W,W,6th rate,913,,26,1862,,
ShowShip.php?id=184,1632,0,Vestal,1865,W,S,Sloop,1081,1597,4,1884,489,
ShowShip.php?id=2240,1633,0,Vesuvius,1839,W,P,1st class sloop,970,1283,6,1866,490,
,1634,0,Vesuvius,1874,I,S,Torpedo vessel,,244,,1923,,4TT. Foundered after sale
ShowShip.php?id=2371,1636,0,Victor,1814,W,W,Sloop,382,,18,1842,0,Sailed from Vera Cruz for Halifax+ADs- never seen again presumed foundered with all hands (130)
ShowShip.php?id=2243,1637,0,Victor,1855,W,S,Gunvessel,868,,6,1863,491,
ShowShip.php?id=58,1638,0,Victor Emanuel,1855,W,S,2nd rate,3087,4814,91,1899,493,Laid down as Repulse. 1873 r.s.
ShowShip.php?id=9,1640,0,Victoria,1859,W,S,1st rate,4127,6959,121,1893,,
,1641,0,Victoria,1887,I,S,Turret battleship,,10470,3,1893,,Laid down as Renown. 1893.06.22 sunk in collision with Camperdown off Tripoli
ShowShip.php?id=2246,1642,1,Victoria and Albert,1843,W,P,Yacht,1034,,,1868,341,1854 = Osborne
ShowShip.php?id=1840,1642,2,Osborne,1854,,,,,,,,341,Victoria and Albert 1843
ShowShip.php?id=2247,1643,0,Victoria and Albert,1855,W,P,Yacht,2345,2470,,1904,,Laid down as Windsor Castle. Ships book ADM 136/1
ShowShip.php?id=2248,1644,0,Victorious,1808,W,W,3rd rate,1724,,74,1862,,1826 r.s.
ShowShip.php?id=2249,1645,0,Victory,1765,W,W,1st rate,2142,,100,,,1801 rebuilt 2164 bm.1824 h.s. 1922 drydocked. Still in commission.
,1646,0,Viga,1860,W,-0,Coal hulk,304,,,1863,,Slaver brig captured
ShowShip.php?id=2556,1647,0,Vigilant,1821,W,S,Cutter,161,,6,1832,,1826 ketch
ShowShip.php?id=2251,1648,0,Vigilant,1856,W,S,Gunvessel,680,,4,1869,494,
,1649,0,Vigilant,1871,W,P,Dispatch vessel,835,985,2,1886,495,
ShowShip.php?id=2253,1650,0,Vigo,1810,W,W,3rd rate,1787,,74,1865,,1827 r.s.
ShowShip.php?id=2522,1652,0,Ville de Paris,1795,W,W,1st rate,2351,,110,1845,,1825 h.s.
ShowShip.php?id=2255,1653,0,Vindictive,1813,W,W,3rd rate,1758,,74,1871,,1832 reduced to 50 guns. 1862 storeship. 1871 foundered and wreck sold
ShowShip.php?id=2256,1654,0,Violet,1845,I,P,Packet,292,,,1854,,
ShowShip.php?id=2257,1655,0,Violet,1856,W,S,Gunboat,232,,4,1864,496,
ShowShip.php?id=2363,1656,0,Viper,1831,W,W,Schooner,183,,6,1851,,
ShowShip.php?id=2258,1657,0,Viper,1854,W,S,Gunvessel,477,,2,1862,,
,1658,0,Viper,1865,I,S,Armoured gunvessel,737,1230,4,1908,497,1890 h.s. 1901 tank vessel
ShowShip.php?id=2260,1659,0,Virago,1842,W,P,1st class sloop,1059,1669,6,1876,498,
,1660,0,Virginia,1862,W,-0,Coal hulk,195,,,1866,,ex-barque purchased
ShowShip.php?id=2262,1661,0,Vivid,1848,W,P,Packet,352,350,2,1894,,
ShowShip.php?id=2265,1664,0,Vixen,1841,W,P,1st class sloop,1054,1379,6,1862,499,
ShowShip.php?id=2266,1665,0,Vixen,1865,C,S,Armoured gunboat,754,1230,4,1895,500,
ShowShip.php?id=2267,1666,0,Volage,1825,W,W,6th rate,521,,28,1874,,1847 survey ship. 1855 floating powder depot.
ShowShip.php?id=2269,1668,0,Volcano,1836,W,P,Sloop,720,1006,2,1894,501,1854? ''floating factory'' (repair ship)'
ShowShip.php?id=2271,1669,0,Vulcan,1849,I,S,Frigate,1747,,,1867,503,
ShowShip.php?id=2272,1670,0,Vulture,1843,W,P,2nd class frigate,1190,1960,6,1866,,
,1671,0,Vulture,1869,W,S,Gunvessel,664,805,3,1885,504,
,1672,0,Wallace,1855,I,P,Vessel,128,,,1869,,
ShowShip.php?id=2275,1673,0,Wanderer,1835,W,W,Brig-sloop,428,,16,1850,,
ShowShip.php?id=2276,1674,0,Wanderer,1855,W,S,Gunvessel,675,,4,1866,505,
ShowShip.php?id=2277,1675,0,Warrior,1781,W,W,3rd rate,1642,,74,1857,,1818 r.s. 1840 convict ship
ShowShip.php?id=2278,1676,1,Warrior,1860,I,S,Ironclad broadside frigate,6109,9136,37,,,Ships book ADM 136/2. 1902 d.s. 1904 = Vernon III. 1923 = Warrior hulk. 1945 C77. 1987 restored. still extant.
ShowShip.php?id=2238,1676,2,Vernon III,1904,,,,,,,,,Warrior 1860
ShowShip.php?id=2279,1676,3,Warrior,1923,,,,,,,,,Warrior 1860
ShowShip.php?id=2280,1678,0,Warspite,1807,W,W,3rd rate,1890,,76,1876,,1840 reduced to 50 guns. 1862 lent as t.s. 1876.01.03 burn by accident at Woolwich
,1680,0,Warspite,1884,S,S,Armoured cruiser,,8500,4,1905,,
ShowShip.php?id=2282,1681,0,Wasp,1812,W,W,Brig-sloop,387,,18,1847,,
ShowShip.php?id=185,1682,0,Wasp,1850,W,S,Sloop,973,1337,14,1869,506,
ShowShip.php?id=2283,1683,0,Watchful,1856,,,Gunboat,233,,2,1871,507,
ShowShip.php?id=2366,1684,1,Waterloo,1818,W,W,2nd rate,2056,,80,1892,,1824 = Bellerophon. 1856 h.s.
ShowShip.php?id=2333,1684,2,Bellerophon,1824,,,,,,,,,Waterloo 1818
ShowShip.php?id=42,1685,1,Waterloo,1833,W,W,1st rate,2694,,120,1918,,1859 screw. 1862 = Conqueror. 1876 = Warspite t.s. 1918.01.20 burnt in Thames
ShowShip.php?id=1268,1685,2,Conqueror,1862,,,,,,,,,Waterloo 1833
ShowShip.php?id=2281,1685,3,Warspite,1876,,,,,,,,,Waterloo 1833
ShowShip.php?id=2284,1686,0,Waterwitch,1837,W,W,Brig-sloop,319,,10,1861,,ex-yacht purchased
ShowShip.php?id=2285,1687,0,Waterwitch,1866,I,H,Armoured gunboat,,1205,4,1890,508,
,1688,1,Wave,1856,W,S,Gunboat,232,,4,1891,,1879 hulked 1882 = Clinker
,1688,2,Clinker,1882,,,,,,,,,Wave 1856
ShowShip.php?id=2288,1689,0,Weasel,1855,W,S,Gunboat,232,,3,1869,509,
,1690,0,Weasel,1873,I,S,Gunboat,254,,1,19??,,1904 = C118 oil fuel lighter
ShowShip.php?id=2364,1691,0,Weazle,1822,W,W,Brig-sloop,237,,10,1844,,
ShowShip.php?id=2290,1692,1,Wellesley,1815,W,W,3rd rate,1746,,74,1940,,1854 guard ship. 1868 = Cornwall t.s. 1940.09.24 sunk in Thames by air attack
ShowShip.php?id=1282,1692,2,Cornwallis,1868,,,,,,,,,Wellesley 1815
ShowShip.php?id=2294,1696,0,Weser,1855,I,P,Gunboat,540,468,4,1873,,Launched 1851 as Salamander (Prussian). Exchanged. 1866 h.s.
ShowShip.php?id=2295,1697,0,Weymouth,1804,W,W,5th rate,826,,36,1863,,
ShowShip.php?id=2296,1698,0,Whiting,1856,W,S,Gunboat,232,,4,1881,510,
ShowShip.php?id=2297,1699,0,Widgeon,1837,W,P,Packet,164,200,,1883,511,
ShowShip.php?id=2298,1700,0,Wilberforce,1840,I,P,Exploration vessel,457,340,3,1850,,Purchased on stocks
ShowShip.php?id=2299,1701,0,Wildfire,1838,W,P,Packet,186,,,1888,,
ShowShip.php?id=2538,1702,0,Wildfire,1888,,P,Yacht,,453,,1912,,
ShowShip.php?id=2327,1704,0,William and Mary,1807,W,W,Royal yacht,199,,8,1849,,
ShowShip.php?id=2301,1705,1,Winchester,1822,W,W,4th rate,1487,,52,1921,,1861 = Conway t.s. 1876 = Mount Edgcombe
ShowShip.php?id=1273,1705,2,Conway,1861,,,,,,,,,Winchester 1822
ShowShip.php?id=1790,1705,3,Mount Edgcombe,1876,,,,,,,,,Winchester 1822
,1707,0,Windsor Castle,1790,W,S,2nd rate,1874,,98,1839,,1814 74 gun 3rd rate
ShowShip.php?id=1,1708,1,Windsor Castle,1852,W,S,1st rate,3771,5829,131,1909,142,1852.10.01 = Duke of Wellington. 1863 h.s.
ShowShip.php?id=2304,1708,2,Duke of Wellington,1852,,,,,,,,,Windsor Castle 1852 
ShowShip.php?id=2244,1709,1,Victoria,1855,,,,,,,,,Windsor Castle 1858
ShowShip.php?id=7,1709,2,Windsor Castle,1858,W,S,1st rate,3101,4971,116,1908,75,Laid down as sailing Victoria. Converted to screw on stocks. 1869 = Cambridge gunnery ship
ShowShip.php?id=1196,1709,3,Cambridge,1869,,,,,,,,75,Windsor Castle 1858
ShowShip.php?id=2305,1710,0,Wivern,1863,I,S,Masted turret ship,1899,2751,4,1922,512,1863.08.29 launched as El Monassir (Turkish) but intended for US Confederate navy. Siezed and purchased. 1898 h.s.
ShowShip.php?id=2306,1711,0,Wizard,1830,W,W,Brig-sloop,231,,10,1859,,1859.02.08 wrecked at Berehaven
,1712,0,Wizard,1860,W,S,Gunboat,268,330,2,1879,,
ShowShip.php?id=2308,1713,0,Wolf,1826,W,W,Sloop,454,,18,1878,,1848 hulk. 1859 c.h.
,1714,0,Wolf,1856,W,S,Gunboat,232,,4,1864,513,
ShowShip.php?id=2468,1715,1,Wolfe,1813,W,W,Sloop,426,,20,1832,,1814 = Montreal
ShowShip.php?id=2471,1715,2,Montreal,1814,,,,,,,,0,Wolfe 1813
ShowShip.php?id=2310,1716,0,Wolverene,1836,W,W,Brig-sloop,428,,16,1855,,1855.08.11 wrecked on Courtown Bank
ShowShip.php?id=134,1717,0,Wolverene,1863,W,S,Corvette,1703,2431,21,1923,,1881 t.s. in Australia. 1923 sold as sheer hulk
ShowShip.php?id=2469,1718,0,Wolverine,1805,W,W,Brig-sloop,387,,18,1816,,
ShowShip.php?id=2311,1719,0,Woodcock,1856,W,S,Gunboat,233,,2,1871,514,
ShowShip.php?id=2592,1720,0,Woodlark,1821,W,S,schooner tender,81,,4,1863,,1829 survey ship
ShowShip.php?id=2312,1721,0,Woodlark,1871,W,S,Gunvessel,663,805,3,1887,515,
,1722,0,Worcester,1843,W,W,4th rate,1468,,52,1885,,1862 lent as t.s.
ShowShip.php?id=2315,1724,0,Wrangler,1854,W,S,Gunvessel,477,,2,1866,516,
ShowShip.php?id=2316,1725,0,Wye,1814,W,W,4th rate,447,,24,1852,,1828 convict ship
,1727,0,Wye,1873,I,S,Storeship,1370,,,1904,,
ShowShip.php?id=2319,1728,0,York,1807,W,W,3rd rate,1743,,74,1854,,1819 convict ship
ShowShip.php?id=2320,1729,0,Young Hebe,1843,W,W,Schooner,45,,,1847,,
,1730,1,Young Queen,1862,W,W,Survey brig,75,,,1870,,Purchased. 1862.12 = Saracen
,1730,2,Saracen,1862,,,,,,,,,Young Queen 1862
ShowShip.php?id=2322,1731,0,Zealous,1864,W,S,Central battery ironclad,3176,6096,20,1886,517,Laid down as 2nd rate 90 guns. 1873 guard ship
ShowShip.php?id=2365,1732,0,Zebra,1815,W,W,Brig-sloop,385,,18,1840,,
ShowShip.php?id=186,1733,0,Zebra,1860,W,S,Sloop (1862: Corvette),951,1336,17,1873,520,
ShowShip.php?id=2324,1734,0,Zephyr,1837,W,P,Packet,237,,,1865,518,
,1735,0,Zephyr,1873,C,S,Gunboat,,438,4,1889,519,1889 sold as salvage vessel. 1929 broken up
,1736,0,Acasta,1797,W,W,,,,,1821,,
,1737,0,Sans Pareil,1887,I,S,,,,,1907,,
,1738,0,Alcide,1779,W,W,,,,,1817,,
,1739,0,Spartan,1806,W,S,,,,,1822,,
,1740,0,Barfleur,1768,W,W,,,,,1819,,
,1741,0,Bellette,1814,W,W,,,,,1828,,
,1742,0,Berwick,1809,W,W,,,,,1821,,
,1743,0,Bucephalus,1808,W,W,,,,,,,
,1744,0,Canada,1881,I,S,,,,,1897,,
,1745,0,Cannon,0,W,W,,,,,,,
,1746,0,Cephalus,1807,W,W,,,,,1830,,
,1747,0,Christian VII,1807,W,W,,,,,1838,,
,1748,0,the Coast Guard,0,N,N,,,,,,,
,1749,0,Colborne,1838,,U,,,,,1839,,
,1750,0,Conquest,1878,,S,,,,,1899,,
,1751,0,Cove,1835,,U,,,,,1836,,
,1752,0,Culloden,1783,W,W,,,,,1813,,
,1753,0,Cyane,1806,W,W,,,,,1836,,
,1754,0,Cyrene,1814,W,W,,,,,1828,,
,1755,0,Cyrus,1813,W,W,,,,,1823,,
,1756,0,Elephant,1786,W,W,,,,,1830,,
,1757,0,Galgo,1801,W,W,,,,,1814,,
,1758,0,Genoa,1814,W,W,,,,,1838,,
,1759,0,Guadeloupe,1809,W,W,,,,,1814,,
,1760,0,Heureux,1804,W,W,,,,,1814,,
,1761,0,Isabella,1818,W,W,,,,,,,
,1762,0,L'Aimable,1782,W,W,,,,,1814,,
,1763,0,La Fleche,1794,W,W,,,,,1795,,
,1764,0,La Hogue,1811,W,W,,,,,1865,,
,1765,0,Laurestinus,1806,W,W,,,,,1813,,
,1766,0,Loup Cervier,1812,W,W,,,,,1812,,
,1767,0,Messanger,1828,,U,,,,,,,
,1768,0,Montagu,1779,W,W,,,,,1818,,
,1769,0,Nijaden,1807,W,W,,,,,1812,,
,1770,0,Plantagenet,1801,W,W,,,,,1817,,
,1771,0,Pompee,1793,W,W,,,,,1817,,
,1772,0,Port Mahon,1798,W,W,,,,,1837,,
,1773,0,Prince,1788,W,W,,,,,1837,,
,1774,0,Protector,1805,W,W,,,,,1833,,
,1775,0,Rivoli,1812,W,W,,,,,1819,,
,1776,0,Rochfort,1814,W,W,,,,,1826,,
,1777,0,Salisbury,1814,W,W,,,,,1837,,
,1778,0,San Domingo,1809,W,W,,,,,1816,,
,1779,0,Sarpedon,1809,W,W,,,,,1813,,
,1780,0,Seamew,1857,,U,,,,,1906,,
,1781,0,Shark,1813,W,W,,,,,,,
,1782,0,Sir Francis Drake,1805,W,W,,,,,1825,,
,1783,0,Sophie,1809,W,W,,,,,1825,,
,1784,0,Stately,1784,W,W,,,,,1814,,
,1785,0,Statira,1807,W,W,,,,,1815,,
,1786,0,Tay,1813,W,W,,,,,1816,,
,1787,0,the Turkish navy,0,N,N,,,,,,,
,1788,0,Tonnant,1798,W,W,,,,,1821,,
,1789,0,Ulysses,1779,W,W,,,,,1816,,
,1790,0,Venerable,1808,W,W,,,,,1838,,
,1791,0,Volontaire,1806,W,W,,,,,1826,,
,1792,0,Aeolus,1758,W,W,,,,,1801,,
,1793,0,Africa,1781,W,W,,,,,1841,,
,1794,0,Alacrity,1818,W,W,,,,,1835,,
,1795,0,Albion,1802,W,W,,,,,1836,,
,1796,0,Andromeda,1812,W,W,,,,,1816,,
,1797,0,Ardent,1796,W,W,,,,,1824,,
,1798,0,Arrogant,1810,W,W,,,,,1842,,
,1799,0,Beagle,1804,W,W,,,,,1814,,
,1800,0,Beaver,1809,W,W,,,,,1829,,
,1801,0,Blenheim,1761,W,W,,,,,1807,,
,1802,0,Britannia,1762,W,W,,,,,1812,,
,1803,0,Bulwark,1807,W,W,,,,,1826,,
,1804,0,Bustard,1806,W,W,,,,,1815,,
,1805,0,Cambrian,1797,W,W,,,,,1828,,
,1806,0,Carron,1813,W,W,,,,,1820,,
,1807,0,Cherokee,1808,W,W,,,,,1828,,
,1808,0,Chesapeake,1813,W,W,,,,,1819,,
,1809,0,Comus,1806,W,W,,,,,1816,,
,1810,0,Conqueror,1801,W,W,,,,,1822,,
,1811,0,Crocus,1808,W,W,,,,,1815,,
,1812,0,Curlew,1812,W,W,,,,,1822,,
,1813,0,Despatch,1816,W,W,,,,,1846,,
,1814,0,Devastation,1804,W,W,,,,,1816,,
,1815,0,Esk,1813,W,W,,,,,1829,,
,1816,0,Eurydice,1781,W,W,,,,,1834,,
,1817,0,Excellent,1830,,U,,,,,1833,,
,1818,0,Ferret,1806,W,W,,,,,1813,,
,1819,0,Forester,1806,W,W,,,,,1819,,
,1820,0,Gladiator,1783,W,W,,,,,1817,,
,1821,0,Glasgow,1814,W,W,,,,,1829,,
,1822,0,Glatton,1795,W,W,,,,,1830,,
,1823,0,Goliath,1781,W,W,,,,,1815,,
,1824,0,Grampus,1802,W,W,,,,,1832,,
,1825,0,Grasshopper,1813,W,W,,,,,1832,,
,1826,0,Helicon,1808,W,W,,,,,1829,,
,1827,0,Herald,1806,W,W,,,,,1817,,
,1828,0,Heron,1812,W,W,,,,,1831,,
,1829,0,Hesper,1809,W,W,,,,,1817,,
,1830,0,Hind,1814,W,W,,,,,1829,,
,1831,0,Infernal,1815,W,W,,,,,1831,,
,1832,0,Isis,1774,W,W,,,,,1810,,
,1833,0,Java,1811,W,W,,,,,1812,,
,1834,0,Julia,1806,W,W,,,,,1817,,
,1835,0,Leander,1813,W,W,,,,,1830,,
,1836,0,Lee,1814,W,W,,,,,1822,,
,1837,0,Liverpool,1818,W,W,,,,,1822,,
,1838,0,Martin,1809,W,W,,,,,1816,,
,1839,0,Mermaid,1784,W,W,,,,,1815,,
,1840,0,Meteor,1812,W,W,,,,,1816,,
,1841,0,Minstrel,1807,W,W,,,,,1817,,
,1842,0,Monarch,1765,W,W,,,,,1813,,
,1843,0,Monmouth,1772,W,W,,,,,1818,,
,1844,0,Musquito,1825,W,W,,,,,1843,,
,1845,0,Nemesis,1780,W,W,,,,,1814,,
,1846,0,Nereus,1809,W,W,,,,,1817,,
,1847,0,Niger,1813,W,W,,,,,1820,,
,1848,0,Nimrod,1799,W,W,,,,,1811,,
,1849,0,Nimrod,1812,W,W,,,,,1827,,
,1850,0,Niobe,1800,W,W,,,,,1816,,
,1851,0,Orlando,1811,W,W,,,,,1824,,
,1852,0,Philomel,1806,W,W,,,,,1817,,
,1853,0,Pique,1801,W,W,,,,,1819,,
,1854,0,Prince of Wales,1794,W,W,,,,,1822,,
,1855,0,Prince Regent,1814,W,W,,,,,1814,,
,1856,0,Prince Regent,1820,W,W,,,,,1822,,
,1857,0,Princess Royal,1773,W,W,,,,,1807,,
,1858,0,Procris,1806,W,W,,,,,1815,,
,1859,0,Procris,1821,W,W,,,,,1837,,
,1860,0,Pylades,1796,W,W,,,,,1815,,
,1861,0,Ranger,1820,W,W,,,,,1832,,
,1862,0,Redwing,1806,W,W,,,,,1827,,
,1863,0,Reindeer,1804,W,W,,,,,1814,,
,1864,0,Romney,1762,W,W,,,,,1804,,
,1865,0,Royalist,1807,W,W,,,,,1819,,
,1866,0,Sabine,1808,W,W,,,,,1818,,
,1867,0,Scorpion,1794,W,W,,,,,1804,,
,1868,0,Scout,1804,W,W,,,,,1827,,
,1869,0,Severn,1813,W,W,,,,,1825,,
,1870,0,Shearwater,1808,W,W,,,,,1832,,
,1871,0,Sheldrake,1806,W,W,,,,,1817,,
,1872,0,Sirius,1797,W,W,,,,,1810,,
,1873,0,Slaney,1813,W,W,,,,,1838,,
,1874,0,Southampton,1757,W,W,,,,,1812,,
,1875,0,St Laurence,1813,W,W,,,,,1815,,
,1876,0,Star,1805,W,W,,,,,1812,,
,1877,0,Surprise,1796,W,W,,,,,1802,,
,1878,0,Tamar,1796,W,W,,,,,1810,,
,1879,0,Tamar,1814,W,W,,,,,1837,,
,1880,0,Thetis,1817,W,W,,,,,1830,,
,1881,0,Topaze,1793,W,W,,,,,1814,,
,1882,0,Tyrian,1808,W,W,,,,,1819,,
,1883,0,Vesuvius,1776,W,W,,,,,1812,,
,1884,0,Alexandra,0,W,W,,,,,,,
,1885,0,Vanguard,0,,U,,,,,,,
,1886,0,Queen,1769,W,W,,,,,1821,,
,1887,0,Crescent,1784,W,W,,,,,1808,,
,1888,0,Royal George,1788,W,W,,,,,1822,,
,1889,0,Melville,1805,W,W,,,,,1808,,
,1890,0,Columbine,1806,W,W,Brig-sloop,,,,1824,,
,1891,0,Cracker,1826,W,W,Cutter,,,,1842,,
,1892,0,Felix,1804,W,W,,,,,,,
,1893,0,Mars,1805,W,W,,,,,,,
,1894,0,Tortoise,1841,,,,,,,,,
